First Name,Last Name,Make,Model,Reg Number,Phone Number,Email Address,Colour,Deposit,,,Sale Price,Balance to Finance,Total Amount Payable ,Baloon Payment,Monthly Payment,,Rate,Start Date,Payments Made,Settlement,Length of Agreement,Interest Rebate,Settlement,Valuation,Equity,Revalue in ,Mot mileage ,Mot Mileage 2,Mot Mileage 3,Mileage at start of agreement,Estimated mileage 
John,Brown,Mercedes,Altima,KA32JEE,,,red,1000,,,40000,27995,,,777.64,,1.15,7-Feb-21,,,,,,,,,,,,,
Sarah,Brown,Nissan,A4,QO12UTF,,,red,1000,,,40000,58995,,,1638.75,,1.15,2-Apr-23,,,,,,,,,,,,,
Emily,Williams,Audi,Altima,QM32GFA,,,red,1000,,,40000,5995,,,166.53,,1.15,08/13/2022,,,,,,,,,,,,,
Robert,Johnson,Hyundai,Elantra,SY79ORH,,,red,1000,,,40000,38995,,,1083.19,,1.15,09/22/2021,,,,,,,,,,,,,
Mike,Davis,Ford,Accord,SK88OMK,,,red,1000,,,40000,58995,,,1638.75,,1.15,2-Oct-21,,,,,,,,,,,,,
Matthew,Garcia,Audi,3 Series,LW40VTF,,,red,1000,,,40000,16995,,,472.08,,1.15,03/28/2021,,,,,,,,,,,,,
Matthew,Smith,BMW,Accord,IY11IMC,,,red,1000,,,40000,52995,,,1472.08,,1.15,11/27/2022,,,,,,,,,,,,,
Jennifer,Garcia,Kia,A4,PG48XZK,,,red,1000,,,40000,36995,,,1027.64,,1.15,2-May-22,,,,,,,,,,,,,
Jennifer,Davis,Kia,Altima,XU81LHT,,,red,1000,,,40000,36995,,,1027.64,,1.15,05/30/2022,,,,,,,,,,,,,
Jennifer,Smith,Toyota,C-Class,LQ73OKT,,,red,1000,,,40000,4995,,,138.75,,1.15,12/16/2022,,,,,,,,,,,,,
David,Miller,Audi,A4,HP25BHK,,,red,1000,,,40000,36995,,,1027.64,,1.15,03/24/2021,,,,,,,,,,,,,
Matthew,Miller,Honda,Camry,HV25HDT,,,red,1000,,,40000,57995,,,1610.97,,1.15,9-May-21,,,,,,,,,,,,,
Daniel,Martinez,Hyundai,Altima,OD68WKB,,,red,1000,,,40000,3995,,,110.97,,1.15,5-Sep-21,,,,,,,,,,,,,
Daniel,Garcia,Audi,Silverado,LJ38TBL,,,red,1000,,,40000,19995,,,555.42,,1.15,12-Dec-21,,,,,,,,,,,,,
Robert,Martinez,Kia,Camry,AD85GXW,,,red,1000,,,40000,58995,,,1638.75,,1.15,02/15/2021,,,,,,,,,,,,,
Mike,Garcia,Mercedes,Optima,AY20PTL,,,red,1000,,,40000,31995,,,888.75,,1.15,2-Dec-23,,,,,,,,,,,,,
John,Anderson,Chevrolet,Camry,XW59SZM,,,red,1000,,,40000,50995,,,1416.53,,1.15,1-Nov-23,,,,,,,,,,,,,
Emily,Martinez,Hyundai,Altima,AH14CKS,,,red,1000,,,40000,16995,,,472.08,,1.15,12-Jan-22,,,,,,,,,,,,,
Daniel,Williams,Chevrolet,Optima,SD72NCJ,,,red,1000,,,40000,4995,,,138.75,,1.15,05/15/2021,,,,,,,,,,,,,
Jennifer,Smith,Mercedes,Optima,GN50TGE,,,red,1000,,,40000,7995,,,222.08,,1.15,6-Jul-22,,,,,,,,,,,,,
Robert,Johnson,Toyota,Silverado,WO93IGR,,,red,1000,,,40000,12995,,,360.97,,1.15,3-Jan-23,,,,,,,,,,,,,
Jennifer,Smith,Hyundai,Altima,CS59BLZ,,,red,1000,,,40000,27995,,,777.64,,1.15,03/19/2021,,,,,,,,,,,,,
Mike,Williams,Honda,F-150,AL36NOW,,,red,1000,,,40000,30995,,,860.97,,1.15,03/14/2023,,,,,,,,,,,,,
Jessica,Johnson,Ford,A4,EV36HKG,,,red,1000,,,40000,41995,,,1166.53,,1.15,4-Jan-23,,,,,,,,,,,,,
John,Johnson,Ford,A4,VU78GXD,,,red,1000,,,40000,45995,,,1277.64,,1.15,08/19/2022,,,,,,,,,,,,,
John,Brown,Mercedes,Optima,JE76XDC,,,red,1000,,,40000,55995,,,1555.42,,1.15,11/29/2021,,,,,,,,,,,,,
Matthew,Anderson,Kia,F-150,DS69OEQ,,,red,1000,,,40000,9995,,,277.64,,1.15,01/18/2023,,,,,,,,,,,,,
Sarah,Anderson,Ford,A4,LW67SFB,,,red,1000,,,40000,2995,,,83.19,,1.15,2-Mar-22,,,,,,,,,,,,,
Jennifer,Williams,Ford,A4,TD77EGU,,,red,1000,,,40000,7995,,,222.08,,1.15,11/21/2021,,,,,,,,,,,,,
Jessica,Garcia,Toyota,F-150,HQ96ICH,,,red,1000,,,40000,50995,,,1416.53,,1.15,07/29/2021,,,,,,,,,,,,,
Daniel,Anderson,Nissan,3 Series,DE13DAE,,,red,1000,,,40000,40995,,,1138.75,,1.15,11/16/2020,,,,,,,,,,,,,
John,Williams,Mercedes,Accord,SA41EJJ,,,red,1000,,,40000,22995,,,638.75,,1.15,10-Dec-21,,,,,,,,,,,,,
Mike,Brown,BMW,Camry,RK32APT,,,red,1000,,,40000,42995,,,1194.31,,1.15,10-Mar-22,,,,,,,,,,,,,
Emily,Garcia,Nissan,Silverado,DA64INA,,,red,1000,,,40000,50995,,,1416.53,,1.15,02/17/2023,,,,,,,,,,,,,
Sarah,Johnson,Chevrolet,A4,IH35NXQ,,,red,1000,,,40000,52995,,,1472.08,,1.15,04/27/2020,,,,,,,,,,,,,
John,Williams,Ford,C-Class,HQ44NYH,,,red,1000,,,40000,47995,,,1333.19,,1.15,09/15/2020,,,,,,,,,,,,,
Daniel,Anderson,Audi,A4,UA19OFW,,,red,1000,,,40000,23995,,,666.53,,1.15,03/28/2023,,,,,,,,,,,,,
Jessica,Martinez,Honda,3 Series,XM59MCX,,,red,1000,,,40000,46995,,,1305.42,,1.15,9-Sep-21,,,,,,,,,,,,,
Robert,Brown,Toyota,A4,HT79ZJY,,,red,1000,,,40000,49995,,,1388.75,,1.15,08/25/2021,,,,,,,,,,,,,
Daniel,Jones,BMW,Accord,JZ19CNP,,,red,1000,,,40000,35995,,,999.86,,1.15,08/23/2020,,,,,,,,,,,,,
Jennifer,Johnson,Kia,3 Series,BG12IZP,,,red,1000,,,40000,1995,,,55.42,,1.15,03/25/2023,,,,,,,,,,,,,
Matthew,Anderson,Mercedes,Accord,KP58NWL,,,red,1000,,,40000,57995,,,1610.97,,1.15,05/15/2022,,,,,,,,,,,,,
Emily,Anderson,BMW,Accord,JY57RYL,,,red,1000,,,40000,59995,,,1666.53,,1.15,07/27/2020,,,,,,,,,,,,,
Daniel,Anderson,Nissan,Silverado,OV73KXS,,,red,1000,,,40000,30995,,,860.97,,1.15,07/20/2020,,,,,,,,,,,,,
Emily,Davis,Ford,F-150,MG99AGN,,,red,1000,,,40000,36995,,,1027.64,,1.15,10/29/2020,,,,,,,,,,,,,
Daniel,Williams,Ford,C-Class,OD44FHQ,,,red,1000,,,40000,21995,,,610.97,,1.15,02/22/2021,,,,,,,,,,,,,
David,Anderson,Hyundai,A4,IL32FJK,,,red,1000,,,40000,54995,,,1527.64,,1.15,4-Sep-22,,,,,,,,,,,,,
Emily,Williams,Audi,Silverado,TK55ACY,,,red,1000,,,40000,31995,,,888.75,,1.15,02/25/2022,,,,,,,,,,,,,
Robert,Garcia,Nissan,A4,WB69RFV,,,red,1000,,,40000,7995,,,222.08,,1.15,01/16/2023,,,,,,,,,,,,,
David,Anderson,Ford,F-150,HF95FMT,,,red,1000,,,40000,44995,,,1249.86,,1.15,07/29/2020,,,,,,,,,,,,,
Sarah,Davis,BMW,Altima,FO69NSZ,,,red,1000,,,40000,45995,,,1277.64,,1.15,02/16/2021,,,,,,,,,,,,,
Matthew,Jones,Honda,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Martinez,Chevrolet,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Davis,Chevrolet,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Martinez,Mercedes,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Miller,Ford,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Brown,Toyota,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Brown,Toyota,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Williams,Mercedes,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Brown,Kia,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Martinez,Nissan,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Jones,Audi,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Martinez,Nissan,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Miller,Chevrolet,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Williams,Toyota,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Miller,Ford,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Davis,Audi,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Garcia,Nissan,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Garcia,Mercedes,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Garcia,Mercedes,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Jones,Kia,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Johnson,Mercedes,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Miller,Ford,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Garcia,Toyota,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Brown,Hyundai,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Johnson,Kia,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Brown,Hyundai,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,Audi,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Garcia,Nissan,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Martinez,Nissan,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Miller,Nissan,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Martinez,Mercedes,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Garcia,Ford,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Anderson,Toyota,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Miller,Chevrolet,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Davis,Hyundai,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Jones,Kia,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Martinez,Ford,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Williams,Hyundai,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Anderson,Audi,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,Mercedes,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,Audi,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Williams,Audi,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Miller,Hyundai,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Miller,Chevrolet,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Martinez,Kia,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Johnson,Ford,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Brown,Hyundai,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Johnson,Chevrolet,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Anderson,BMW,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Smith,Hyundai,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Williams,Kia,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Brown,Hyundai,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Martinez,Mercedes,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Williams,Hyundai,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Jones,Chevrolet,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Anderson,Toyota,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Johnson,Kia,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Brown,Ford,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Garcia,Nissan,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Davis,Ford,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Davis,Toyota,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Martinez,Chevrolet,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Anderson,Nissan,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Anderson,Toyota,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Williams,Ford,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Smith,Toyota,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Smith,Audi,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Garcia,BMW,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Miller,Hyundai,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Anderson,Mercedes,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Miller,Nissan,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Brown,Hyundai,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Johnson,Audi,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Brown,Chevrolet,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Jones,Nissan,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Martinez,Nissan,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Davis,Hyundai,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Anderson,Honda,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Jones,BMW,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Anderson,Nissan,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Johnson,Ford,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Anderson,Audi,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Smith,Hyundai,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Jones,Kia,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Smith,Ford,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Jones,BMW,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Martinez,Mercedes,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Smith,Mercedes,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Garcia,Hyundai,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Williams,Mercedes,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Williams,Audi,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Williams,Honda,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Williams,Hyundai,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Williams,Toyota,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Williams,Chevrolet,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Garcia,Mercedes,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Brown,Mercedes,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Martinez,Honda,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Jones,Kia,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Martinez,Hyundai,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Davis,Hyundai,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Anderson,Toyota,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Miller,Ford,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Brown,Hyundai,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Anderson,Nissan,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Brown,Chevrolet,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Jones,Ford,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Jones,BMW,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Smith,BMW,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Anderson,Chevrolet,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Jones,Ford,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Johnson,Kia,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Martinez,BMW,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Williams,Chevrolet,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Brown,Mercedes,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Garcia,Ford,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Garcia,Chevrolet,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Jones,Audi,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Johnson,Hyundai,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Smith,Toyota,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Brown,Nissan,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Davis,Audi,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Davis,Audi,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Martinez,Audi,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Davis,Toyota,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Smith,Kia,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Williams,Honda,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Anderson,Ford,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Martinez,Audi,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Smith,Hyundai,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Jones,Nissan,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Smith,Ford,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Anderson,Chevrolet,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Anderson,Nissan,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Martinez,Toyota,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Miller,Honda,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Anderson,Audi,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Williams,BMW,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Garcia,Toyota,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Smith,Hyundai,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Anderson,Kia,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Garcia,Toyota,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Miller,Ford,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Williams,Mercedes,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Smith,Mercedes,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Brown,Toyota,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Anderson,Hyundai,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Jones,Chevrolet,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Jones,BMW,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Martinez,Toyota,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Garcia,Honda,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Jones,Toyota,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Anderson,Toyota,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Johnson,Ford,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Williams,Chevrolet,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Brown,Ford,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Johnson,Nissan,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Anderson,Toyota,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Jones,BMW,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Jones,Chevrolet,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Anderson,Ford,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Smith,Kia,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Anderson,Ford,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Martinez,Nissan,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Brown,Nissan,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Garcia,Chevrolet,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Williams,Ford,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Jones,Chevrolet,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Miller,Kia,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Davis,Toyota,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Anderson,Kia,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Anderson,Hyundai,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Miller,Audi,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Garcia,BMW,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Brown,Kia,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Smith,Ford,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Williams,Toyota,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Williams,Chevrolet,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Smith,Audi,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Williams,Chevrolet,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Brown,Honda,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Anderson,Kia,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Davis,BMW,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Williams,Mercedes,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Davis,Ford,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Williams,Toyota,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Garcia,Hyundai,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Jones,Honda,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
John,Smith,Mercedes,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Martinez,Audi,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Robert,Brown,Hyundai,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Garcia,BMW,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Johnson,Ford,Optima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Martinez,Chevrolet,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Williams,BMW,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Garcia,Toyota,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Anderson,Nissan,3 Series,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Williams,Hyundai,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Anderson,Audi,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Sarah,Smith,Hyundai,Silverado,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Miller,Mercedes,F-150,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
David,Martinez,Ford,Camry,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Mike,Anderson,Nissan,A4,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jessica,Miller,BMW,Altima,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Emily,Johnson,BMW,Accord,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Jennifer,Brown,Chevrolet,C-Class,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Davis,Chevrolet,Elantra,,,,red,1000,,,,,,,,,,,,,,,,,,,,,,,
